"","Kingdom","Phylum","Class","Order","Family","Genus","Species","OTU"
"forward_CO1_376","","","","","","","","forward_CO1_376"
"forward_CO1_377","","","","","","","","forward_CO1_377"
"forward_CO1_378","","","","","","","","forward_CO1_378"
"forward_CO1_379","","","","","","","","forward_CO1_379"
"forward_CO1_380","","","","","","","","forward_CO1_380"
"forward_CO1_381","","","","","","","","forward_CO1_381"
"forward_CO1_382","","","","","","","","forward_CO1_382"
"forward_CO1_383","","","","","","","","forward_CO1_383"
"forward_CO1_384","","","","","","","","forward_CO1_384"
"forward_CO1_385","","","","","","","","forward_CO1_385"
"forward_CO1_386","","","","","","","","forward_CO1_386"
"forward_CO1_387","","","","","","","","forward_CO1_387"
"forward_CO1_388","","","","","","","","forward_CO1_388"
"forward_CO1_389","Eukaryota_2759","Annelida_6340","Polychaeta_6341","order_Orbiniidae_46603","Orbiniidae_46603","Naineris_273008","Naineris dendritica CMC01_868108","forward_CO1_389"
"forward_CO1_390","","","","","","","","forward_CO1_390"
"forward_CO1_391","","","","","","","","forward_CO1_391"
"forward_CO1_392","","","","","","","","forward_CO1_392"
"forward_CO1_393","","","","","","","","forward_CO1_393"
"forward_CO1_394","","","","","","","","forward_CO1_394"
"forward_CO1_395","","","","","","","","forward_CO1_395"
"forward_CO1_396","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Corallinales_31395","Corallinaceae_31396","Bossiella_48614","Bossiella reptans_1752039","forward_CO1_396"
"forward_CO1_397","","","","","","","","forward_CO1_397"
"forward_CO1_398","","","","","","","","forward_CO1_398"
"forward_CO1_399","","","","","","","","forward_CO1_399"
"forward_CO1_400","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Gigartinales_28017","Gigartinaceae_29217","Mazzaella_29228","Mazzaella splendens_29236","forward_CO1_400"
"forward_CO1_401","","","","","","","","forward_CO1_401"
"forward_CO1_402","","","","","","","","forward_CO1_402"
"forward_CO1_403","","","","","","","","forward_CO1_403"
"forward_CO1_404","","","","","","","","forward_CO1_404"
"forward_CO1_405","","","","","","","","forward_CO1_405"
"forward_CO1_406","","","","","","","","forward_CO1_406"
"forward_CO1_407","","","","","","","","forward_CO1_407"
"forward_CO1_408","","","","","","","","forward_CO1_408"
"forward_CO1_409","","","","","","","","forward_CO1_409"
"forward_CO1_410","","","","","","","","forward_CO1_410"
"forward_CO1_411","","","","","","","","forward_CO1_411"
"forward_CO1_412","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Palmariales_2819","Rhodophysemataceae_39570","Rhodophysema_39577","Rhodophysema lundii_2725245","forward_CO1_412"
"forward_CO1_413","","","","","","","","forward_CO1_413"
"forward_CO1_414","","","","","","","","forward_CO1_414"
"forward_CO1_415","","","","","","","","forward_CO1_415"
"forward_CO1_416","","","","","","","","forward_CO1_416"
"forward_CO1_417","","","","","","","","forward_CO1_417"
"forward_CO1_418","","","","","","","","forward_CO1_418"
"forward_CO1_419","","","","","","","","forward_CO1_419"
"forward_CO1_420","","","","","","","","forward_CO1_420"
"forward_CO1_421","","","","","","","","forward_CO1_421"
"forward_CO1_422","","","","","","","","forward_CO1_422"
"forward_CO1_423","","","","","","","","forward_CO1_423"
"forward_CO1_424","","","","","","","","forward_CO1_424"
"forward_CO1_425","","","","","","","","forward_CO1_425"
"forward_CO1_426","","","","","","","","forward_CO1_426"
"forward_CO1_427","","","","","","","","forward_CO1_427"
"forward_CO1_428","","","","","","","","forward_CO1_428"
"forward_CO1_429","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Nereididae_39820","Platynereis_6358","Platynereis bicanaliculata_868042","forward_CO1_429"
"forward_CO1_430","","","","","","","","forward_CO1_430"
"forward_CO1_431","","","","","","","","forward_CO1_431"
"forward_CO1_433","","","","","","","","forward_CO1_433"
"forward_CO1_434","","","","","","","","forward_CO1_434"
"forward_CO1_435","","","","","","","","forward_CO1_435"
"forward_CO1_436","","","","","","","","forward_CO1_436"
"forward_CO1_437","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Cottidae_8092","Scorpaenichthys_52272","Scorpaenichthys marmoratus_52273","forward_CO1_437"
"forward_CO1_438","","","","","","","","forward_CO1_438"
"forward_CO1_439","","","","","","","","forward_CO1_439"
"forward_CO1_440","","","","","","","","forward_CO1_440"
"forward_CO1_441","","","","","","","","forward_CO1_441"
"forward_CO1_442","","","","","","","","forward_CO1_442"
"forward_CO1_443","","","","","","","","forward_CO1_443"
"forward_CO1_444","","","","","","","","forward_CO1_444"
"forward_CO1_445","","","","","","","","forward_CO1_445"
"forward_CO1_446","","","","","","","","forward_CO1_446"
"forward_CO1_447","Eukaryota_2759","phylum_Phaeophyceae_2870","Phaeophyceae_2870","Ectocarpales_2877","Chordariaceae_66220","Leathesia_27962","Leathesia difformis_27963","forward_CO1_447"
"forward_CO1_448","","","","","","","","forward_CO1_448"
"forward_CO1_449","Eukaryota_2759","Annelida_6340","Sipuncula_6433","Phascolosomatiformes_216210","Phascolosomatidae_41795","Phascolosoma_41796","Phascolosoma agassizii_360543","forward_CO1_449"
"forward_CO1_450","","","","","","","","forward_CO1_450"
"forward_CO1_451","","","","","","","","forward_CO1_451"
"forward_CO1_452","","","","","","","","forward_CO1_452"
"forward_CO1_453","","","","","","","","forward_CO1_453"
"forward_CO1_454","","","","","","","","forward_CO1_454"
"forward_CO1_456","","","","","","","","forward_CO1_456"
"forward_CO1_459","","","","","","","","forward_CO1_459"
"forward_CO1_460","","","","","","","","forward_CO1_460"
"forward_CO1_461","","","","","","","","forward_CO1_461"
"forward_CO1_462","","","","","","","","forward_CO1_462"
"forward_CO1_463","","","","","","","","forward_CO1_463"
"forward_CO1_464","","","","","","","","forward_CO1_464"
"forward_CO1_465","","","","","","","","forward_CO1_465"
"forward_CO1_466","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Nereididae_39820","Platynereis_6358","Platynereis bicanaliculata_868042","forward_CO1_466"
"forward_CO1_467","","","","","","","","forward_CO1_467"
"forward_CO1_468","","","","","","","","forward_CO1_468"
"forward_CO1_469","","","","","","","","forward_CO1_469"
"forward_CO1_470","","","","","","","","forward_CO1_470"
"forward_CO1_471","","","","","","","","forward_CO1_471"
"forward_CO1_472","","","","","","","","forward_CO1_472"
"forward_CO1_473","","","","","","","","forward_CO1_473"
"forward_CO1_474","","","","","","","","forward_CO1_474"
"forward_CO1_475","","","","","","","","forward_CO1_475"
"forward_CO1_476","","","","","","","","forward_CO1_476"
"forward_CO1_479","","","","","","","","forward_CO1_479"
"forward_CO1_480","","","","","","","","forward_CO1_480"
"forward_CO1_481","","","","","","","","forward_CO1_481"
"forward_CO1_482","","","","","","","","forward_CO1_482"
"forward_CO1_483","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Cottidae_8092","Scorpaenichthys_52272","Scorpaenichthys marmoratus_52273","forward_CO1_483"
"forward_CO1_484","","","","","","","","forward_CO1_484"
"forward_CO1_485","","","","","","","","forward_CO1_485"
"forward_CO1_486","","","","","","","","forward_CO1_486"
"forward_CO1_487","","","","","","","","forward_CO1_487"
"forward_CO1_488","","","","","","","","forward_CO1_488"
"forward_CO1_489","Eukaryota_2759","Annelida_6340","Polychaeta_6341","order_Orbiniidae_46603","Orbiniidae_46603","Naineris_273008","Naineris dendritica CMC01_868108","forward_CO1_489"
"forward_CO1_490","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Cottidae_8092","Scorpaenichthys_52272","Scorpaenichthys marmoratus_52273","forward_CO1_490"
"forward_CO1_491","","","","","","","","forward_CO1_491"
"forward_CO1_492","","","","","","","","forward_CO1_492"
"forward_CO1_493","","","","","","","","forward_CO1_493"
"forward_CO1_494","","","","","","","","forward_CO1_494"
"forward_CO1_495","","","","","","","","forward_CO1_495"
"forward_CO1_496","","","","","","","","forward_CO1_496"
"forward_CO1_497","","","","","","","","forward_CO1_497"
"forward_CO1_498","","","","","","","","forward_CO1_498"
"forward_CO1_499","","","","","","","","forward_CO1_499"
"forward_CO1_500","","","","","","","","forward_CO1_500"
"forward_CO1_501","Eukaryota_2759","Chordata_7711","Actinopteri_186623","Perciformes_8111","Cottidae_8092","Scorpaenichthys_52272","Scorpaenichthys marmoratus_52273","forward_CO1_501"
"forward_CO1_502","","","","","","","","forward_CO1_502"
"forward_CO1_503","","","","","","","","forward_CO1_503"
"forward_CO1_504","","","","","","","","forward_CO1_504"
"forward_CO1_505","Eukaryota_2759","Chlorophyta_3041","Mamiellophyceae_1035538","Mamiellales_13792","Mamiellaceae_41873","Micromonas_38832","Micromonas pusilla_38833","forward_CO1_505"
"forward_CO1_506","","","","","","","","forward_CO1_506"
"forward_CO1_507","","","","","","","","forward_CO1_507"
"forward_CO1_508","","","","","","","","forward_CO1_508"
"forward_CO1_510","","","","","","","","forward_CO1_510"
"forward_CO1_511","","","","","","","","forward_CO1_511"
"forward_CO1_512","","","","","","","","forward_CO1_512"
"forward_CO1_513","","","","","","","","forward_CO1_513"
"forward_CO1_514","","","","","","","","forward_CO1_514"
"forward_CO1_515","","","","","","","","forward_CO1_515"
"forward_CO1_516","","","","","","","","forward_CO1_516"
"forward_CO1_517","","","","","","","","forward_CO1_517"
"forward_CO1_518","","","","","","","","forward_CO1_518"
"forward_CO1_519","","","","","","","","forward_CO1_519"
"forward_CO1_520","","","","","","","","forward_CO1_520"
"forward_CO1_521","","","","","","","","forward_CO1_521"
"forward_CO1_522","","","","","","","","forward_CO1_522"
"forward_CO1_523","","","","","","","","forward_CO1_523"
"forward_CO1_524","","","","","","","","forward_CO1_524"
"forward_CO1_525","","","","","","","","forward_CO1_525"
"forward_CO1_526","","","","","","","","forward_CO1_526"
"forward_CO1_527","","","","","","","","forward_CO1_527"
"forward_CO1_528","","","","","","","","forward_CO1_528"
"forward_CO1_529","","","","","","","","forward_CO1_529"
"forward_CO1_530","","","","","","","","forward_CO1_530"
"forward_CO1_531","","","","","","","","forward_CO1_531"
"forward_CO1_532","","","","","","","","forward_CO1_532"
"forward_CO1_533","","","","","","","","forward_CO1_533"
"forward_CO1_534","Eukaryota_2759","Mollusca_6447","Cephalopoda_6605","Myopsida_551347","Loliginidae_6615","Doryteuthis_1051063","Doryteuthis opalescens_1051066","forward_CO1_534"
"forward_CO1_535","Eukaryota_2759","Mollusca_6447","Cephalopoda_6605","Myopsida_551347","Loliginidae_6615","Doryteuthis_1051063","Doryteuthis opalescens_1051066","forward_CO1_535"
"forward_CO1_536","","","","","","","","forward_CO1_536"
"forward_CO1_537","","","","","","","","forward_CO1_537"
"forward_CO1_538","","","","","","","","forward_CO1_538"
"forward_CO1_539","","","","","","","","forward_CO1_539"
"forward_CO1_540","","","","","","","","forward_CO1_540"
"forward_CO1_542","Eukaryota_2759","Chlorophyta_3041","Chloropicophyceae_2302911","Chloropicales_2302912","Chloropicaceae_2302913","Chloroparvula_2302916","Chloroparvula pacifica_1883388","forward_CO1_542"
"forward_CO1_543","","","","","","","","forward_CO1_543"
"forward_CO1_544","","","","","","","","forward_CO1_544"
"forward_CO1_546","","","","","","","","forward_CO1_546"
"forward_CO1_547","","","","","","","","forward_CO1_547"
"forward_CO1_548","","","","","","","","forward_CO1_548"
"forward_CO1_549","","","","","","","","forward_CO1_549"
"forward_CO1_550","","","","","","","","forward_CO1_550"
"forward_CO1_551","","","","","","","","forward_CO1_551"
"forward_CO1_552","","","","","","","","forward_CO1_552"
"forward_CO1_553","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Corallinales_31395","Corallinaceae_31396","Bossiella_48614","Bossiella frondescens_1141738","forward_CO1_553"
"forward_CO1_554","","","","","","","","forward_CO1_554"
"forward_CO1_555","","","","","","","","forward_CO1_555"
"forward_CO1_556","","","","","","","","forward_CO1_556"
"forward_CO1_557","","","","","","","","forward_CO1_557"
"forward_CO1_558","","","","","","","","forward_CO1_558"
"forward_CO1_559","","","","","","","","forward_CO1_559"
"forward_CO1_560","","","","","","","","forward_CO1_560"
"forward_CO1_561","","","","","","","","forward_CO1_561"
"forward_CO1_562","","","","","","","","forward_CO1_562"
"forward_CO1_563","","","","","","","","forward_CO1_563"
"forward_CO1_564","","","","","","","","forward_CO1_564"
"forward_CO1_565","","","","","","","","forward_CO1_565"
"forward_CO1_566","","","","","","","","forward_CO1_566"
"forward_CO1_567","","","","","","","","forward_CO1_567"
"forward_CO1_568","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Nereididae_39820","Platynereis_6358","Platynereis bicanaliculata_868042","forward_CO1_568"
"forward_CO1_569","Eukaryota_2759","Mollusca_6447","Polyplacophora_6650","Chitonida_6652","Mopaliidae_34585","Mopalia_256103","Mopalia muscosa_256104","forward_CO1_569"
"forward_CO1_570","","","","","","","","forward_CO1_570"
"forward_CO1_571","","","","","","","","forward_CO1_571"
"forward_CO1_572","Eukaryota_2759","Annelida_6340","Polychaeta_6341","Phyllodocida_6348","Nereididae_39820","Platynereis_6358","Platynereis bicanaliculata_868042","forward_CO1_572"
"forward_CO1_573","","","","","","","","forward_CO1_573"
"forward_CO1_574","","","","","","","","forward_CO1_574"
"forward_CO1_575","","","","","","","","forward_CO1_575"
"forward_CO1_576","","","","","","","","forward_CO1_576"
"forward_CO1_577","","","","","","","","forward_CO1_577"
"forward_CO1_578","","","","","","","","forward_CO1_578"
"forward_CO1_579","Eukaryota_2759","Mollusca_6447","Cephalopoda_6605","Myopsida_551347","Loliginidae_6615","Doryteuthis_1051063","Doryteuthis opalescens_1051066","forward_CO1_579"
"forward_CO1_580","","","","","","","","forward_CO1_580"
"forward_CO1_581","","","","","","","","forward_CO1_581"
"forward_CO1_582","","","","","","","","forward_CO1_582"
"forward_CO1_583","","","","","","","","forward_CO1_583"
"forward_CO1_584","","","","","","","","forward_CO1_584"
"forward_CO1_585","","","","","","","","forward_CO1_585"
"forward_CO1_586","","","","","","","","forward_CO1_586"
"forward_CO1_587","","","","","","","","forward_CO1_587"
"forward_CO1_588","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Corallinales_31395","Corallinaceae_31396","Bossiella_48614","Bossiella dichotoma_1503778","forward_CO1_588"
"forward_CO1_589","","","","","","","","forward_CO1_589"
"forward_CO1_590","","","","","","","","forward_CO1_590"
"forward_CO1_591","","","","","","","","forward_CO1_591"
"forward_CO1_592","","","","","","","","forward_CO1_592"
"forward_CO1_593","","","","","","","","forward_CO1_593"
"forward_CO1_594","","","","","","","","forward_CO1_594"
"forward_CO1_595","","","","","","","","forward_CO1_595"
"forward_CO1_596","","","","","","","","forward_CO1_596"
"forward_CO1_597","","","","","","","","forward_CO1_597"
"forward_CO1_598","","","","","","","","forward_CO1_598"
"forward_CO1_599","","","","","","","","forward_CO1_599"
"forward_CO1_600","","","","","","","","forward_CO1_600"
"forward_CO1_601","Eukaryota_2759","Arthropoda_6656","Malacostraca_6681","Amphipoda_6821","Hyalidae_199478","Parallorchestes_932773","Parallorchestes cowani_1305607","forward_CO1_601"
"forward_CO1_602","","","","","","","","forward_CO1_602"
"forward_CO1_603","","","","","","","","forward_CO1_603"
"forward_CO1_604","","","","","","","","forward_CO1_604"
"forward_CO1_605","","","","","","","","forward_CO1_605"
"forward_CO1_606","","","","","","","","forward_CO1_606"
"forward_CO1_607","","","","","","","","forward_CO1_607"
"forward_CO1_608","","","","","","","","forward_CO1_608"
"forward_CO1_609","","","","","","","","forward_CO1_609"
"forward_CO1_610","","","","","","","","forward_CO1_610"
"forward_CO1_611","","","","","","","","forward_CO1_611"
"forward_CO1_612","","","","","","","","forward_CO1_612"
"forward_CO1_613","","","","","","","","forward_CO1_613"
"forward_CO1_614","","","","","","","","forward_CO1_614"
"forward_CO1_615","","","","","","","","forward_CO1_615"
"forward_CO1_616","","","","","","","","forward_CO1_616"
"forward_CO1_618","","","","","","","","forward_CO1_618"
"forward_CO1_619","","","","","","","","forward_CO1_619"
"forward_CO1_620","","","","","","","","forward_CO1_620"
"forward_CO1_621","Eukaryota_2759","Rhodophyta_2763","Florideophyceae_2806","Halymeniales_50289","Halymeniaceae_31453","Prionitis_31456","Prionitis lanceolata_31457","forward_CO1_621"
"forward_CO1_622","","","","","","","","forward_CO1_622"
"forward_CO1_623","Eukaryota_2759","Echinodermata_7586","Asteroidea_7588","Forcipulatida_7599","Asteriidae_7600","Leptasterias_43054","","forward_CO1_623"
"forward_CO1_624","","","","","","","","forward_CO1_624"
"forward_CO1_625","","","","","","","","forward_CO1_625"
"forward_CO1_626","","","","","","","","forward_CO1_626"
"forward_CO1_627","","","","","","","","forward_CO1_627"
"forward_CO1_628","","","","","","","","forward_CO1_628"
